CustID,EducDeg,MonthSal,GeoLivArea,Children,CustMonVal,ClaimsRate,PremMotor,PremHousehold,PremHealth,PremLife,PremWork,Age,FirstPolAge,PremTotal
2121.0,4,1755.0,3.0,1.0,327.18,0.43,310.06,47.8,174.81,42.12,38.45,35.0,14.0,613.2400000000001
2122.0,3,1526.0,1.0,1.0,240.73,0.67,180.7,312.85,280.61,-3.0,44.12,35.0,9.0,815.2800000000001
2123.0,1,1109.0,1.0,0.0,185.37,0.7,29.45,112.25,339.73,115.91,94.46,25.0,4.0,691.8000000000001
2124.0,2,335.0,4.0,1.0,81.02,0.87,87.46,294.5,164.81,157.14,118.8,19.0,-7.0,822.7099999999999
2125.0,3,1791.0,4.0,1.0,515.66,0.22,408.41,132.25,78.46,27.45,42.23,33.0,10.0,688.8000000000002
2126.0,1,936.0,3.0,1.0,90.91,0.89,68.68,564.55,250.27,115.91,32.23,23.0,-5.0,1031.6399999999999
2127.0,2,2634.0,4.0,1.0,59.45,0.88,291.61,84.45,227.82,38.34,43.23,47.0,16.0,685.45
2128.0,2,2914.0,1.0,1.0,48.79,0.88,404.41,39.45,117.8,34.34,28.182,55.0,33.0,624.182
2129.0,2,2446.0,3.0,1.0,436.2,0.18,487.09,-20.0,93.24,-1.11,4.78,54.0,14.0,563.9999999999999
2130.0,2,1971.0,3.0,1.0,-25.0,1.0,366.29,141.7,98.02,56.01,26.34,40.0,13.0,688.36
2131.0,1,2929.0,1.0,1.0,-75.01,1.06,402.41,256.15,87.35,9.89,40.12,45.0,21.0,795.92
2132.0,3,3336.0,1.0,0.0,227.06,0.6,204.26,47.8,330.95,10.78,38.45,73.0,35.0,632.24
2133.0,3,4402.0,4.0,0.0,89.14,0.82,291.39,77.8,235.71,30.56,5.78,73.0,43.0,641.2399999999999
2134.0,3,2628.0,4.0,1.0,254.05,0.74,240.49,574.0,214.15,22.67,15.89,56.0,24.0,1067.2000000000003
2135.0,2,3228.0,4.0,0.0,301.73,0.62,319.95,328.95,131.47,62.9,6.78,64.0,36.0,850.05
2136.0,3,795.0,4.0,1.0,-54.45,1.02,117.8,860.15,144.25,147.25,11.67,23.0,-5.0,1281.12
2137.0,3,1697.0,1.0,1.0,128.25,0.81,171.81,231.15,356.4,18.56,10.0,28.0,5.0,787.92
2138.0,1,4273.0,4.0,0.0,255.94,0.61,223.93,143.35,297.5,7.89,57.01,69.0,35.0,729.68
2139.0,3,4180.0,1.0,0.0,-25.0,1.0,365.18,201.15,162.03,10.78,18.78,74.0,47.0,757.92
2140.0,4,1924.0,1.0,1.0,-122.0,1.17,576.33,-45.0,11.67,6.0,7.0,50.0,24.0,556.0
2141.0,2,3798.0,1.0,0.0,115.26,0.85,69.68,416.2,151.14,104.13,171.81,77.0,59.0,912.96
2142.0,2,3189.0,4.0,1.0,729.14,0.17,168.92,387.85,119.8,39.34,197.37,62.0,36.0,913.28
2143.0,2,2840.0,1.0,1.0,389.3,0.37,383.85,77.8,152.25,35.34,4.89,53.0,27.0,654.1300000000001
2144.0,1,1266.0,2.0,1.0,65.24,0.93,20.56,864.6,128.47,69.68,195.37,17.0,-6.0,1278.6799999999998
2145.0,3,3088.0,4.0,1.0,-25.33,1.0,512.32,24.45,44.12,-6.0,17.67,47.0,12.0,592.5600000000001
2146.0,3,2647.0,1.0,1.0,405.54,0.18,470.2,-45.55,91.24,5.89,2.78,46.0,8.0,524.56
2147.0,1,1195.0,4.0,1.0,334.83,0.59,362.18,310.6,106.13,46.23,49.23,18.0,-21.0,874.37
2148.0,4,3737.0,1.0,0.0,166.59,0.68,153.14,47.8,359.29,42.23,3.78,73.0,32.0,606.24
2149.0,2,1042.0,1.0,0.0,-73.9,1.04,9.67,1035.2,192.26,103.13,48.9,22.0,3.0,1389.1600000000003
2150.0,3,3261.0,3.0,1.0,230.16,0.67,267.94,225.6,215.93,31.34,29.56,61.0,36.0,770.37
2151.0,3,1767.0,3.0,1.0,530.87,0.23,398.74,143.35,166.03,15.67,1.89,35.0,6.0,725.68
2152.0,3,2172.0,4.0,1.0,315.18,0.43,181.7,4.45,240.6,9.89,163.92,35.0,7.0,600.56
2153.0,2,2202.0,2.0,1.0,77.91,0.85,312.06,132.25,190.37,29.34,0.78,41.0,13.0,664.8000000000001
2154.0,4,4438.0,1.0,0.0,-58.88,1.06,361.29,-11.1,205.26,17.78,-5.0,79.0,45.0,568.23
2155.0,2,2430.0,4.0,1.0,4.34,0.96,323.06,88.9,212.15,18.67,29.34,44.0,17.0,672.12
2156.0,2,1680.0,4.0,1.0,437.98,0.28,396.74,78.35,160.92,5.78,-2.11,30.0,6.0,639.68
2157.0,3,3216.0,3.0,1.0,-50.56,1.04,423.97,65.0,112.91,31.34,5.78,55.0,19.0,639.0
2158.0,3,1314.0,4.0,1.0,18.23,0.93,340.51,73.35,175.59,26.45,16.78,27.0,-3.0,632.6800000000001
2159.0,3,3752.0,1.0,0.0,-25.99,1.0,414.19,3.9,146.36,4.89,19.78,66.0,26.0,589.12
2160.0,2,2968.0,4.0,1.0,-12.33,0.98,261.16,34.45,276.94,11.67,24.34,42.0,9.0,608.56
2161.0,2,992.0,4.0,0.0,-257.15,1.18,90.13,931.85,91.35,212.15,-10.0,22.0,-15.0,1315.48
2162.0,2,4154.0,1.0,0.0,417.09,0.55,196.15,495.1,198.26,30.56,53.01,70.0,42.0,973.0799999999999
2163.0,2,3563.0,4.0,0.0,-53.34,1.03,236.71,412.3,140.25,95.24,28.34,67.0,46.0,912.84
2164.0,3,1860.0,3.0,1.0,439.74,0.37,325.06,158.35,228.6,5.0,23.67,37.0,10.0,740.68
2165.0,2,3632.0,4.0,0.0,-139.13,1.19,105.02,-5.0,321.06,71.79,109.13,67.0,44.0,602.0
2166.0,3,3043.0,1.0,1.0,-65.12,1.04,237.6,440.65,165.81,40.12,24.34,58.0,31.0,908.52
2167.0,1,3395.0,4.0,0.0,920.19,0.27,139.47,916.85,93.13,124.69,28.34,69.0,46.0,1302.4799999999998
2168.0,3,2210.0,3.0,0.0,167.37,0.76,262.27,239.5,178.7,39.23,69.9,37.0,-3.0,789.6
2169.0,4,1372.0,1.0,1.0,485.21,0.29,287.5,176.7,186.59,12.78,58.79,25.0,-2.0,722.3599999999999
2170.0,1,664.0,4.0,0.0,-30.56,1.01,50.12,210.05,161.14,133.58,189.26,20.0,-4.0,744.15
2171.0,3,2289.0,1.0,1.0,-10.33,0.98,472.09,117.8,77.68,13.67,1.0,53.0,26.0,682.2399999999999
2172.0,2,3218.0,1.0,1.0,412.64,0.42,359.29,192.8,86.35,17.78,96.13,60.0,24.0,752.35
2173.0,3,2336.0,4.0,0.0,298.42,0.39,320.17,-40.55,141.25,84.35,23.34,41.0,5.0,528.5600000000001
2174.0,2,1840.0,3.0,1.0,257.93,0.67,320.06,305.6,203.26,22.67,11.89,37.0,-5.0,863.48
2175.0,1,955.0,1.0,1.0,259.72,0.69,284.72,406.75,106.91,1.0,105.02,22.0,-9.0,904.4
2176.0,2,1561.0,2.0,1.0,415.75,0.52,280.94,377.85,113.02,62.9,79.68,35.0,8.0,914.3899999999999
2177.0,1,952.0,4.0,1.0,659.02,0.47,62.9,854.05,140.25,60.01,170.03,21.0,-6.0,1287.2399999999998
2178.0,3,3914.0,1.0,0.0,388.86,0.58,172.81,490.65,198.37,51.9,76.79,74.0,54.0,990.52
2179.0,4,1644.0,3.0,0.0,447.2,0.24,441.75,34.45,122.58,11.89,7.89,34.0,-6.0,618.56
2180.0,2,1310.0,1.0,1.0,383.53,0.23,257.38,151.15,180.812,80.46,40.12,27.0,-13.0,709.922
2181.0,2,3776.0,4.0,0.0,-10.44,0.98,221.04,38.9,184.48,70.68,95.02,69.0,46.0,610.1199999999999
2182.0,3,2462.0,1.0,0.0,189.39,0.66,250.16,77.25,105.02,113.02,88.35,53.0,33.0,633.8
2183.0,2,4031.0,4.0,0.0,526.21,0.44,79.46,471.75,318.17,10.67,100.35,74.0,51.0,980.4000000000001
2184.0,2,2697.0,4.0,1.0,172.6,0.72,254.16,141.7,241.6,34.34,21.56,45.0,6.0,693.36
2185.0,3,1756.0,4.0,1.0,360.97,0.56,291.61,367.3,200.26,11.67,7.0,35.0,7.0,877.84
2186.0,2,2530.0,3.0,1.0,449.2,0.2,482.87,19.45,67.79,12.67,8.67,43.0,18.0,591.4499999999999
2187.0,4,2767.0,4.0,1.0,385.44,0.2,556.44,-70.0,18.56,2.0,4.0,51.0,22.0,511.00000000000006
2188.0,2,1857.0,1.0,1.0,276.28,0.73,142.47,642.35,128.69,27.56,158.81,27.0,4.0,1099.8799999999999
2189.0,3,2311.0,2.0,1.0,448.66,0.09,542.99,-60.0,41.12,-3.0,-2.11,43.0,7.0,519.0
2190.0,4,2636.0,4.0,1.0,7.9,0.96,349.4,290.6,133.36,-0.11,33.23,42.0,5.0,806.48
2191.0,3,2911.0,2.0,1.0,-35.55,1.02,457.42,-10.55,109.91,0.89,11.89,56.0,32.0,569.56
2192.0,2,1203.0,4.0,1.0,722.02,0.35,73.57,692.9,206.26,118.8,64.68,20.0,-4.0,1156.21
2193.0,3,3203.0,3.0,0.0,376.52,0.44,381.07,152.25,130.47,35.45,20.45,66.0,46.0,719.69
2194.0,4,3300.0,4.0,0.0,17.8,0.93,415.08,42.8,113.02,18.56,9.67,63.0,25.0,599.1299999999999
2195.0,2,1782.0,4.0,1.0,367.74,0.37,392.74,28.35,172.92,22.67,7.0,39.0,21.0,623.68
2196.0,3,3443.0,1.0,1.0,-34.67,1.01,381.85,62.8,147.36,31.45,21.78,56.0,26.0,645.24
2197.0,2,1516.0,1.0,1.0,196.72,0.71,237.49,234.5,219.04,56.9,12.78,27.0,-10.0,760.7099999999999
2198.0,2,2144.0,3.0,1.0,338.86,0.39,384.96,-10.55,124.69,48.12,46.34,43.0,21.0,593.56
2199.0,3,2658.0,4.0,0.0,86.01,0.84,443.53,118.9,119.8,5.89,-2.0,50.0,23.0,686.1199999999999
2200.0,2,2565.0,1.0,1.0,306.52,0.37,363.18,-65.0,157.92,50.12,16.78,57.0,28.0,523.0
2201.0,3,1859.0,1.0,0.0,97.58,0.81,195.37,44.45,255.38,72.57,72.79,26.0,-2.0,640.56
2202.0,3,3174.0,2.0,1.0,-25.0,1.0,480.2,43.9,82.35,11.89,22.67,60.0,28.0,641.01
2203.0,3,1659.0,1.0,1.0,272.17,0.55,236.49,116.7,242.38,15.67,45.01,28.0,5.0,656.2499999999999
2204.0,1,3167.0,4.0,1.0,310.4,0.49,361.29,68.9,218.04,-4.0,13.89,50.0,31.0,658.12
2205.0,2,3041.0,4.0,1.0,426.53,0.32,454.53,69.45,123.8,7.89,4.89,47.0,10.0,660.56
2206.0,3,2110.0,3.0,1.0,413.42,0.33,468.42,75.0,124.69,-6.0,-6.0,42.0,4.0,656.1100000000001
2207.0,2,1766.0,1.0,0.0,441.08,0.53,173.81,506.2,236.71,38.23,40.12,25.0,-4.0,995.07
2208.0,3,1380.0,1.0,1.0,113.69,0.78,144.47,5.0,329.84,17.78,120.91,32.0,-4.0,617.9999999999999
2209.0,3,1481.0,3.0,0.0,11.79,0.95,148.25,235.05,188.48,70.57,127.69,23.0,-3.0,770.04
2210.0,3,1691.0,1.0,1.0,-21.22,1.0,286.5,256.15,166.92,47.23,51.01,32.0,10.0,807.81
2211.0,1,1324.0,1.0,1.0,454.86,0.51,27.56,452.3,177.81,160.03,160.03,19.0,-14.0,977.73
2212.0,2,4139.0,3.0,0.0,78.57,0.86,97.13,216.7,310.06,11.67,124.8,70.0,51.0,760.3599999999999
2213.0,2,1721.0,1.0,1.0,-25.0,1.0,186.7,147.25,274.72,58.79,24.34,28.0,-10.0,691.8000000000001
2214.0,3,3124.0,3.0,0.0,483.55,0.23,415.3,97.25,137.47,-2.0,10.78,62.0,23.0,658.8
2215.0,3,2184.0,1.0,1.0,-55.55,1.05,246.49,-30.55,280.83,50.12,12.67,34.0,0.0,559.56
2216.0,2,3736.0,4.0,0.0,386.97,0.45,278.83,191.15,214.93,25.56,32.45,66.0,25.0,742.9200000000001
2217.0,3,2378.0,1.0,1.0,-21.11,0.99,437.64,43.9,108.91,3.89,11.78,45.0,5.0,606.1199999999999
2218.0,3,1768.0,3.0,1.0,109.25,0.86,173.59,529.55,218.82,39.34,31.34,28.0,-9.0,992.6400000000001
2219.0,2,758.0,2.0,0.0,192.16,0.77,17.56,490.1,52.01,124.58,272.94,26.0,6.0,957.19
2220.0,3,1791.0,1.0,1.0,-12.44,0.98,204.26,256.15,295.39,15.78,28.34,37.0,2.0,799.92
2221.0,1,991.0,2.0,0.0,373.31,0.63,36.23,617.35,198.26,145.36,73.68,21.0,-7.0,1070.88
2222.0,2,1979.0,1.0,0.0,164.7,0.78,275.05,371.75,127.47,12.78,85.35,48.0,25.0,872.4
2223.0,1,3538.0,1.0,1.0,52.9,0.93,161.03,583.45,167.03,29.56,112.69,60.0,35.0,1053.76
2224.0,3,1664.0,1.0,1.0,316.07,0.56,144.36,230.05,353.51,33.34,22.78,32.0,10.0,784.0400000000001
2225.0,3,3661.0,1.0,1.0,410.09,0.21,457.42,-20.55,110.91,2.0,3.78,52.0,24.0,553.56
2226.0,3,3395.0,4.0,1.0,350.96,0.24,351.29,113.9,175.322,7.78,24.67,63.0,43.0,672.962
2227.0,2,2825.0,4.0,1.0,253.83,0.52,278.83,0.0,121.58,124.69,56.9,64.0,24.0,581.9999999999999
2228.0,3,1987.0,2.0,1.0,429.87,0.25,376.85,33.9,154.25,39.34,4.78,37.0,13.200000000000045,609.12
2229.0,3,2238.0,1.0,1.0,538.22,0.2,405.41,161.7,105.02,17.56,13.67,45.0,18.0,703.3599999999999
2230.0,3,1364.0,1.0,1.0,45.9,0.91,176.7,293.95,100.13,132.58,105.8,31.0,2.0,809.16
2231.0,2,4125.0,4.0,0.0,4.34,0.97,76.46,731.8,184.48,66.68,96.02,69.0,32.0,1155.44
2232.0,3,2344.0,3.0,1.0,366.85,0.44,391.85,153.35,156.03,13.780000000000001,3.78,34.0,2.0,718.79
2233.0,3,607.0,4.0,1.0,228.38,0.78,77.57,653.45,186.59,175.81,35.34,26.0,-4.0,1128.76
2234.0,2,1363.0,3.0,1.0,-44.78,1.02,289.61,457.85,120.8,96.24,19.78,25.0,-16.0,984.28
2235.0,3,3297.0,1.0,1.0,-86.78,1.12,511.43,-50.0,58.79,6.89,4.89,49.0,10.0,532.0
2236.0,3,2506.0,4.0,1.0,145.39,0.68,292.39,-65.0,189.59,52.01,60.01,58.0,24.0,529.0
2237.0,3,1123.0,2.0,0.0,349.28,0.62,59.01,457.85,328.84,90.35,52.23,24.0,-3.0,988.2800000000001
2238.0,2,2266.0,3.0,1.0,218.6,0.6,261.27,38.35,222.93,51.9,34.23,47.0,29.0,608.68
2239.0,3,2904.0,1.0,1.0,412.54,0.21,516.54,-35.0,75.68,3.89,-5.11,44.0,7.0,556.0
2240.0,2,1071.0,4.0,1.0,390.19,0.57,126.58,451.75,218.04,111.02,52.12,28.0,7.0,959.51
2241.0,2,3887.0,2.0,0.0,298.16,0.59,177.81,226.7,218.82,81.35,75.68,71.0,33.0,780.3599999999999
2242.0,3,2957.6,1.0,1.0,517.65,0.14,502.54,50.0,76.57,6.89,-3.0,52.0,24.0,632.9999999999999
2243.0,4,1631.0,3.0,1.0,21.01,0.93,459.53,53.9,125.8,2.89,5.0,41.0,20.0,647.1199999999999
2244.0,2,1603.0,4.0,1.0,-25.0,1.0,415.3,147.8,141.36,7.0,16.78,38.0,11.0,728.24
2245.0,2,4306.0,4.0,0.0,516.54,0.3,179.59,241.15,233.49,78.57,42.23,72.0,48.0,775.03
2246.0,3,2457.0,1.0,0.0,21.23,0.94,191.37,215.05,200.26,46.23,92.24,65.0,39.0,745.1500000000001
2247.0,2,3345.0,3.0,1.0,412.19,0.08,369.29,38.9,157.674,6.446,67.9,54.0,17.0,640.21
2248.0,3,2127.0,1.0,1.0,3.0,0.96,562.33,45.0,22.67,6.0,-11.0,43.0,13.0,625.0
2249.0,1,2952.0,4.0,1.0,-36.89,1.02,354.4,216.7,116.8,70.57,11.89,55.0,32.0,770.3599999999998
2250.0,1,3779.0,2.0,0.0,583.44,0.38,114.02,496.75,215.93,46.12,111.69,78.0,47.0,984.51
2251.0,2,1412.0,4.0,0.0,162.37,0.84,36.23,693.45,189.48,94.35,151.14,22.0,4.0,1164.65
2252.0,2,2643.0,4.0,1.0,-25.0,1.0,328.06,75.0,189.48,32.34,52.23,55.0,15.0,677.11
2253.0,3,2354.0,4.0,1.0,-21.11,0.99,524.21,30.0,59.01,12.89,9.0,57.0,15.0,635.11
2254.0,3,3617.0,4.0,1.0,404.87,0.42,306.28,185.6,169.92,23.67,62.01,64.0,26.0,747.4799999999999
2255.0,2,2351.0,2.0,1.0,346.85,0.46,403.3,132.25,123.8,9.78,21.67,44.0,18.0,690.7999999999998
2256.0,3,3372.0,1.0,1.0,571.99,0.29,330.84,290.6,121.69,60.9,36.45,54.0,19.0,840.4800000000001
2257.0,2,3362.0,2.0,0.0,272.05,0.55,138.58,54.45,307.39,104.02,56.12,74.0,42.0,660.5600000000001
2258.0,2,1553.0,4.0,1.0,135.7,0.79,155.03,245.05,258.27,84.35,23.34,32.0,-3.0,766.0400000000001
2259.0,3,2414.0,3.0,1.0,95.25,0.81,341.62,87.8,185.48,32.45,0.89,37.0,15.0,648.24
2260.0,3,3957.0,4.0,0.0,-25.0,1.0,208.04,137.8,245.27,57.9,35.23,72.0,38.0,684.24
2261.0,1,335.0,1.0,1.0,200.93,0.67,225.93,131.15,178.7,141.36,11.67,20.0,-16.0,688.81
2262.0,1,3337.0,3.0,0.0,127.24,0.79,137.47,167.8,227.71,153.03,52.23,65.0,37.0,738.24
2263.0,2,1286.0,1.0,1.0,327.95,0.63,50.23,427.3,157.14,124.58,188.7,24.0,2.0,947.95
2264.0,3,2182.0,3.0,1.0,202.83,0.67,319.06,126.7,138.47,42.23,58.9,50.0,11.0,685.36
2265.0,2,3346.0,4.0,0.0,214.6,0.68,139.47,177.8,281.61,120.8,20.67,74.0,44.0,740.3499999999999
2266.0,3,1579.0,4.0,1.0,244.94,0.64,216.04,181.7,271.05,69.68,15.78,33.0,-2.0,754.25
2267.0,2,2029.0,4.0,1.0,274.28,0.61,359.4,221.7,142.47,51.9,-4.11,45.0,14.0,771.3599999999999
2268.0,3,1894.0,3.0,1.0,11.23,0.94,419.3,49.45,131.47,21.67,14.56,45.0,6.0,636.4499999999999
2269.0,4,1456.0,1.0,1.0,103.36,0.81,367.29,102.8,176.59,9.89,25.56,29.0,0.0,682.13
2270.0,3,3212.0,1.0,1.0,462.54,0.22,497.54,35.0,82.57,3.0,10.0,49.0,24.0,628.1099999999999
2271.0,4,2430.0,1.0,1.0,518.32,0.12,516.43,35.0,70.79,3.0,-5.11,54.0,34.0,620.1099999999999
2272.0,3,2233.0,3.0,1.0,565.21,0.13,509.54,94.45,52.9,13.78,7.89,48.0,23.0,678.56
2273.0,2,3338.0,4.0,0.0,284.84,0.71,262.94,580.1,157.14,5.89,46.9,63.0,31.0,1052.97
2274.0,1,1756.0,4.0,1.0,33.01,0.93,193.26,294.5,231.71,58.01,59.12,28.0,10.0,836.6
2275.0,1,1878.0,4.0,1.0,-69.34,1.06,398.74,136.7,129.47,3.89,40.45,36.0,14.0,709.2500000000001
2276.0,3,2339.0,2.0,1.0,73.23,0.86,378.85,123.9,184.7,7.89,17.78,42.0,18.0,713.12
2277.0,2,2020.0,4.0,1.0,21.01,0.92,310.17,4.45,115.69,99.13,53.12,42.0,18.0,582.5600000000001
2278.0,3,3560.0,3.0,1.0,-35.0,1.01,555.66,104.45,22.45,-1.0,-3.0,51.0,11.0,678.5600000000001
2279.0,2,1593.0,4.0,1.0,738.91,0.23,55.01,506.75,179.59,125.58,131.58,25.0,-9.0,998.5100000000001
2280.0,3,3591.0,1.0,1.0,484.32,0.28,425.08,137.25,89.46,52.12,0.89,64.0,29.0,704.8
2281.0,2,1796.0,4.0,1.0,220.38,0.76,189.48,549.55,143.36,84.35,55.9,31.0,-1.0,1022.64
2282.0,3,2406.0,3.0,0.0,-42.21,1.03,493.65,-10.55,67.79,11.78,7.89,45.0,19.0,570.56
2283.0,3,3466.0,2.0,0.0,204.59,0.68,284.72,167.8,210.93,68.79,-7.0,67.0,47.0,725.24
2284.0,3,2445.0,4.0,1.0,476.99,0.18,508.32,58.35,50.12,-1.11,-1.0,47.0,20.0,614.68
2285.0,3,2225.0,1.0,1.0,499.32,0.14,520.32,29.45,39.23,6.78,10.78,48.0,16.0,606.5600000000001
2286.0,3,2553.0,4.0,1.0,-181.56,1.3,457.53,-65.0,108.02,10.67,15.89,48.0,18.0,527.11
2287.0,3,3130.0,3.0,0.0,493.53,0.39,245.6,295.6,257.05,30.56,22.67,66.0,41.0,851.4799999999999
2288.0,2,2658.0,2.0,1.0,-63.34,1.06,438.97,19.45,112.91,1.89,38.34,54.0,33.0,611.5600000000001
2289.0,2,2853.0,4.0,1.0,-20.89,0.99,526.21,75.0,32.34,11.67,15.78,49.0,31.0,661.0
2290.0,3,3377.0,4.0,0.0,192.71,0.73,252.27,231.7,260.16,15.78,34.56,65.0,30.0,794.47
2291.0,2,3538.0,1.0,0.0,190.93,0.66,312.06,82.8,137.36,65.68,30.45,75.0,47.0,628.3500000000001
2292.0,1,1398.0,3.0,0.0,372.97,0.54,45.12,352.85,143.25,183.59,132.58,20.0,-7.0,857.3900000000001
2293.0,3,2727.0,2.0,1.0,68.03,0.83,313.06,3.9,151.03,58.79,30.34,53.0,17.0,557.12
2294.0,3,3796.0,4.0,0.0,32.01,0.9,346.51,29.45,181.48,27.56,11.56,70.0,36.0,596.5599999999998
2295.0,3,2607.0,3.0,1.0,468.65,0.27,484.87,108.9,66.79,7.78,8.78,50.0,17.0,677.1199999999999
2296.0,2,2879.0,4.0,0.0,-27.89,1.0,395.52,103.35,143.25,2.89,24.67,62.0,23.0,669.68
2297.0,4,3591.0,4.0,0.0,410.53,0.23,447.64,-25.0,130.58,0.89,12.89,61.0,41.0,567.0
2298.0,3,3134.0,4.0,0.0,128.14,0.78,314.95,142.25,210.15,10.89,33.56,75.0,34.0,711.8
2299.0,3,2211.0,2.0,1.0,500.66,0.08,545.66,-5.0,27.45,-5.0,10.0,41.0,12.0,573.11
2300.0,2,1813.0,4.0,1.0,144.7,0.76,205.26,133.35,325.95,19.56,35.56,35.0,14.0,719.6799999999998
2301.0,3,2793.0,1.0,1.0,428.31,0.26,476.09,38.35,70.57,23.67,0.89,46.0,14.0,609.5699999999999
2302.0,3,2794.0,4.0,1.0,-42.53,1.03,533.88,-1.1,32.45,4.845999999999999,-5.11,55.0,35.0,564.966
2303.0,2,3204.0,3.0,0.0,476.43,0.54,128.58,627.9,206.26,97.24,29.23,63.0,38.0,1089.21
2304.0,3,2949.0,4.0,1.0,324.3,0.46,322.06,82.25,192.48,24.56,30.45,60.0,26.0,651.8
2305.0,3,4150.0,1.0,1.0,476.86,0.28,418.19,99.45,120.8,15.78,47.34,70.0,42.0,701.56
2306.0,2,2394.0,1.0,1.0,157.48,0.75,328.95,161.7,142.47,37.23,58.01,59.0,39.0,728.36
2307.0,2,3071.0,4.0,1.0,226.84,0.68,274.72,283.4,133.36,64.9,33.34,62.0,28.0,789.72
2308.0,3,3174.0,1.0,0.0,281.53,0.42,446.53,-70.0,124.8,7.89,14.78,64.0,30.0,524.0
2309.0,3,1760.0,4.0,1.0,20.24,0.92,295.61,8.9,253.16,10.67,25.67,41.0,23.0,594.0099999999999
2310.0,3,2023.0,4.0,1.0,350.18,0.44,292.5,79.45,209.93,16.78,65.9,26.0,7.0,664.56
2311.0,3,1446.0,4.0,1.0,49.11,0.9,213.82,192.8,135.58,81.35,118.69,28.0,-4.0,742.24
2312.0,2,2292.0,1.0,1.0,-133.88,1.2,518.43,-45.55,59.9,2.89,14.89,52.0,22.0,550.56
2313.0,2,4525.0,1.0,0.0,358.17,0.58,100.24,359.5,328.84,49.12,72.79,75.0,41.0,910.4899999999999
2314.0,3,2356.0,1.0,1.0,4.79,0.95,357.51,38.9,218.04,6.78,15.89,39.0,15.0,637.1199999999999
2315.0,3,3718.0,4.0,0.0,298.73,0.45,326.73,38.35,210.04,3.0,7.67,72.0,53.0,585.79
2316.0,4,4401.0,4.0,0.0,43.0,0.89,432.75,70.0,132.58,5.78,-2.0,76.0,46.0,639.11
2317.0,3,1924.0,4.0,1.0,74.12,0.85,453.64,79.45,104.91,19.67,16.270000000000003,48.0,25.0,673.9399999999999
2318.0,1,1550.0,3.0,1.0,-13.22,0.99,53.01,624.55,283.72,80.57,68.79,19.0,-12.0,1110.6399999999999
2319.0,1,2849.0,1.0,1.0,305.63,0.36,396.41,-60.0,112.02,5.78,58.79,50.0,28.0,513.0
2320.0,2,3303.0,1.0,1.0,289.74,0.48,309.06,42.8,167.03,48.23,37.12,61.0,24.0,604.24
2321.0,3,1525.0,4.0,1.0,394.74,0.34,304.17,64.45,202.26,57.9,6.78,31.0,-7.0,635.56
2322.0,2,3174.0,1.0,1.0,55.92,0.86,241.6,-15.55,116.8,129.58,111.13,60.0,26.0,583.56
2323.0,3,2646.0,4.0,1.0,381.66,0.23,556.66,-75.0,40.34,2.0,6.0,53.0,25.0,530.0
2324.0,1,782.0,3.0,1.0,2054.07,0.03,39.12,1957.6,47.23,15.78,82.35,19.0,-13.0,2142.08
2325.0,3,1678.0,4.0,0.0,285.17,0.62,310.17,260.05,146.36,47.23,57.12,33.0,9.0,820.9300000000001
2326.0,3,2821.0,4.0,1.0,659.79,0.21,313.28,339.5,184.7,-0.11,32.23,53.0,17.0,869.6
2327.0,2,2385.0,4.0,1.0,104.24,0.83,259.16,182.25,246.38,51.01,2.0,42.0,14.0,740.8
2328.0,2,1200.0,4.0,1.0,13.23,0.94,370.07,68.35,111.02,56.01,38.23,39.0,16.0,643.68
2329.0,1,2474.0,3.0,1.0,362.74,0.41,350.51,73.35,175.81,14.78,37.23,39.0,16.0,651.6800000000001
2330.0,3,1441.0,1.0,1.0,308.51,0.49,287.5,93.9,198.15,46.01,24.56,35.0,6.0,650.1199999999999
2331.0,2,3978.0,4.0,0.0,63.24,0.9,146.14,363.95,211.93,88.24,65.9,77.0,45.0,876.16
2332.0,3,3835.0,2.0,1.0,230.16,0.71,185.59,381.75,158.03,74.57,69.57,55.0,36.0,869.51
2333.0,4,2878.0,1.0,0.0,409.64,0.36,417.19,99.45,135.47,23.45,6.0,57.0,38.0,681.5600000000001
2334.0,3,1582.0,3.0,1.0,390.4,0.39,275.83,89.45,263.16,12.67,37.45,30.0,-2.0,678.5600000000001
2335.0,3,2767.0,1.0,1.0,-29.89,1.01,464.42,98.9,99.02,4.89,5.89,48.0,10.0,673.12
2336.0,2,3048.0,4.0,0.0,526.56,0.28,297.61,254.5,207.04,-6.0,17.45,70.0,48.0,770.6
2337.0,2,3823.0,2.0,0.0,-14.11,0.98,185.59,127.25,322.06,10.89,56.01,75.0,49.0,701.8000000000001
2338.0,1,4048.0,4.0,0.0,-90.79,1.11,88.35,9.45,192.26,130.47,154.14,69.0,44.0,574.67
2339.0,2,2641.0,3.0,0.0,427.53,0.48,343.73,349.5,72.57,60.79,48.01,54.0,16.0,874.5999999999999
2340.0,3,3718.0,4.0,1.0,478.65,0.17,503.65,38.9,54.9,5.090000000000001,10.89,65.0,39.0,613.43
2341.0,2,1537.0,4.0,1.0,-37.56,1.02,249.16,68.9,140.36,104.13,81.46,22.0,-2.0,644.01
2342.0,2,3112.0,4.0,1.0,396.97,0.49,355.29,300.6,74.57,66.68,26.34,57.0,34.0,823.4800000000001
2343.0,1,4098.0,4.0,0.0,97.25,0.82,171.92,122.25,330.95,29.34,25.34,68.0,46.0,679.8
